year,event,round,dataset,Driver,Team,valid_laps_n,clean_air_laps_n,lap_time_median_s,clean_air_lap_time_median_s,clean_air_lap_time_p25_s,clean_air_best5_median_s,clean_gap_s
2020,Austrian Grand Prix,1,fastf1,ALB,Red Bull Racing,30.0,25.0,69.55199999999999,69.649,69.007,68.637,2.0
2020,Austrian Grand Prix,1,fastf1,BOT,Mercedes,35.0,25.0,68.462,69.185,68.421,68.231,2.0
2020,Austrian Grand Prix,1,fastf1,GAS,AlphaTauri,34.0,29.0,69.977,69.821,69.521,69.37,2.0
2020,Austrian Grand Prix,1,fastf1,GIO,Alfa Romeo Racing,33.0,10.0,70.867,70.999,70.87575000000001,70.867,2.0
2020,Austrian Grand Prix,1,fastf1,GRO,Haas F1 Team,25.0,12.0,71.175,70.418,70.3305,70.305,2.0
2020,Austrian Grand Prix,1,fastf1,HAM,Mercedes,34.0,20.0,68.705,68.799,68.34075,68.147,2.0
2020,Austrian Grand Prix,1,fastf1,KVY,AlphaTauri,32.0,15.0,70.5565,70.831,70.5565,70.42,2.0
2020,Austrian Grand Prix,1,fastf1,LAT,Williams,31.0,23.0,71.213,70.613,70.295,70.262,2.0
2020,Austrian Grand Prix,1,fastf1,LEC,Ferrari,33.0,7.0,69.925,68.26,68.1,68.127,2.0
2020,Austrian Grand Prix,1,fastf1,MAG,Haas F1 Team,16.0,3.0,71.33,71.386,71.2305,,2.0
2020,Austrian Grand Prix,1,fastf1,NOR,McLaren,33.0,27.0,69.175,69.86,68.9505,68.699,2.0
2020,Austrian Grand Prix,1,fastf1,OCO,Renault,32.0,8.0,70.521,70.94399999999999,70.815,70.826,2.0
2020,Austrian Grand Prix,1,fastf1,PER,Racing Point,35.0,24.0,69.828,69.136,68.79475,68.558,2.0
2020,Austrian Grand Prix,1,fastf1,RAI,Alfa Romeo Racing,32.0,15.0,70.36500000000001,70.375,69.4085,69.384,2.0
2020,Austrian Grand Prix,1,fastf1,RIC,Renault,8.0,0.0,70.8185,,,,2.0
2020,Austrian Grand Prix,1,fastf1,RUS,Williams,32.0,24.0,70.674,70.3145,70.0865,69.888,2.0
2020,Austrian Grand Prix,1,fastf1,SAI,McLaren,34.0,15.0,69.45849999999999,69.243,69.122,68.974,2.0
2020,Austrian Grand Prix,1,fastf1,STR,Racing Point,9.0,3.0,70.611,70.734,70.6725,,2.0
2020,Austrian Grand Prix,1,fastf1,VER,Red Bull Racing,7.0,7.0,69.459,69.459,69.404,69.428,2.0
2020,Austrian Grand Prix,1,fastf1,VET,Ferrari,34.0,23.0,70.4385,70.004,69.70599999999999,69.453,2.0
2020,Styrian Grand Prix,2,fastf1,ALB,Red Bull Racing,63.0,60.0,68.746,68.7235,68.17575,67.33,2.0
2020,Styrian Grand Prix,2,fastf1,BOT,Mercedes,60.0,57.0,68.40950000000001,68.433,67.807,67.618,2.0
2020,Styrian Grand Prix,2,fastf1,GAS,AlphaTauri,55.0,31.0,69.705,69.287,68.34,68.226,2.0
2020,Styrian Grand Prix,2,fastf1,GIO,Alfa Romeo Racing,58.0,9.0,69.85149999999999,69.015,68.813,68.813,2.0
2020,Styrian Grand Prix,2,fastf1,GRO,Haas F1 Team,62.0,23.0,69.82,68.89,68.5455,68.462,2.0
2020,Styrian Grand Prix,2,fastf1,HAM,Mercedes,60.0,60.0,68.15950000000001,68.15950000000001,67.95975,67.704,2.0
2020,Styrian Grand Prix,2,fastf1,KVY,AlphaTauri,60.0,41.0,69.494,68.822,68.605,68.438,2.0
2020,Styrian Grand Prix,2,fastf1,LAT,Williams,58.0,47.0,70.245,70.059,69.643,68.903,2.0
2020,Styrian Grand Prix,2,fastf1,MAG,Haas F1 Team,60.0,13.0,69.70400000000001,69.984,69.65,68.996,2.0
2020,Styrian Grand Prix,2,fastf1,NOR,McLaren,62.0,38.0,69.02799999999999,68.52350000000001,67.97575,67.697,2.0
2020,Styrian Grand Prix,2,fastf1,OCO,Renault,19.0,1.0,69.995,70.017,70.017,,2.0
2020,Styrian Grand Prix,2,fastf1,PER,Racing Point,60.0,11.0,68.6985,68.61,67.5625,67.547,2.0
2020,Styrian Grand Prix,2,fastf1,RAI,Alfa Romeo Racing,61.0,18.0,69.721,68.963,68.76225,68.673,2.0
2020,Styrian Grand Prix,2,fastf1,RIC,Renault,61.0,41.0,68.765,68.551,68.284,67.908,2.0
2020,Styrian Grand Prix,2,fastf1,RUS,Williams,61.0,24.0,70.349,70.40899999999999,68.98750000000001,68.865,2.0
2020,Styrian Grand Prix,2,fastf1,SAI,McLaren,58.0,48.0,69.1095,69.1095,68.51975,68.067,2.0
2020,Styrian Grand Prix,2,fastf1,STR,Racing Point,62.0,11.0,68.85249999999999,69.067,68.364,68.355,2.0
